topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
Wedding,Kadaharan anu disadiakeun bersih,Loba tamu undangan anu keracunan,"Dina acara resepsi, aya rupa-rupa kadaharan anu disadiakeun",Kadaharan anu disadiakeun mangrupi kadaharan khas daérah,Seueur tamu undangan anu resep kana kadaharan anu disadiakeun,Tamu undangan dahar kalawan lahap,claude,jv
Pregnancy and Kids,Nyi Iteung nurut kana larangan ieu supados bayina cageur,Nyi Iteung ngalanggar larangan ieu supados bayina bageur,"Dina adat Sunda, aya larangan pikeun ibu hamil",Ibu hamil teu meunang diuk dina panto,Ibu hamil ogé teu meunang ngadahar dina piring anu retak,Ieu larangan didadasaran kapercayaan supados orokna salamet,claude,jv
Wedding,Risa bungah pisan acara nikahna tiasa lumangsung kalawan lancar,Risa maju ka pelaminan sorangan tanpa calon salakina,Risa bade nikah dina bulan ieu,Risa sibuk milih siger emas sareng kebaya,Risa ogé milih lagu anu bade dihaleuangkeun dina acara nikahna,Kulawargana Risa ngabantosan nyiapkeun acara pernikahan,claude,jv
Death,Kulawarga Dedi masihan suguhan ka tamu anu datang,Kulawarga Dedi ngalarang tatangga datang,Dedi pupus lantaran kacilakaan,Kulawargana ngayakeun tahlilan unggal peuting salila tujuh poé,Loba tatangga sarta babaturan anu datang keur ngado'akeun Dedi,"Sanggeus tujuh poé, aya acara ngirim do'a minangka penutup prosési tahlilan",claude,jv
Food,Kadaharan tradisional ieu minangka ciri has tina budaya urang Sunda,Kadaharan tradisional ieu henteu aya rasana,"Dina acara hajatan, aya loba pisan kadaharan tradisional anu dihidangkeun","Aya karedok, tutug oncom, gado-gado, jeung sajabana",Para tamu ngantri pikeun nyokot kadaharan,Maranehna ngaraosan pisan kadaharan tradisional ieu,claude,jv
Art,Mang Anom angger satia dina nyieun wayang golek,Mang Anom eureun nyieun wayang golek kusabab teu aya deui anu mésér,Mang Anom téh seniman anu rancagé nyieun wayang golek,Mang Anom tiasa nyieun wayang golek dina sababaraha poé,Wayang golek Mang Anom kacida pisan alus jeung éndah,Mang Anom sering nampi pesenan wayang golek ti sababaraha tempat,claude,jv
Food,Neng Iteung tiasa ngadamel opak anu ngeunah sareng loba anu resep,Neng Iteung gagal ngadamel opak sareng teu aya anu dahar opakanana,Neng Iteung nuju ngadamel opak di dapur,"Anjeunna ngangge bahan-bahan anu basajan sapertos sangrai, kalapa, uyah, sareng gula beureum",Neng Iteung kedah ngadamel sababaraha ratus opak kanggo acara di désa,Anjeunna ngadamel opak dumasar kana résép anu diturunkeun ku nini-ninina,claude,jv
Family Relationships,Uwa Adin dipikaresep ku masarakat di sabudeureunana,Uwa Adin teu paduli kana kaayaan lingkunganana,Uwa Adin ngiringan kagiatan gotong royong di kampungna,Uwa Adin nulungan tatangga anu ruksak imahna,Uwa Adin ngarojong kagiatan kaséhatan di kampungna,Uwa Adin aktip dina kagiatan kaagamaan di masjid,claude,jv
Traditional Games,Babaturan Dodi ngahudang sumanget jeung mantuan diajarna ngojay,Dodi kalah dina kaulinan péclé,"Dina hiji poé, aya sababaraha budak keur arulin péclé di buruan sakola",Salah saurang budak anu ngaranna Dodi teu tiasa ngojay kalayan lemes,Manéhna sering ragrag nalika ngojay,Dodi ngarasa sedih jeung éraeun,claude,jv
Family Relationships,Jajang sareng kulawargana ngadahar babarengan dina méja makan,Bapa Jajang mulih langkung ti tabuh genep sonten,Bapa Jajang biasa mulang ti kantor tabuh genep sonten,Jajang ngantay bapana di payun panto,Bapa Jajang mulih bari mawa rupa-rupa kadaharan,Jajang sareng kulawargana ngaraosan kadaharan ti bapana,claude,jv
Agriculture,Pak Aep jeung Si Belang rancagé pisan dina ngagarap sawah.,Pak Aep ngajual Si Belang lantaran geus teu kuat deui ngawuluku.,Pak Aep ngawuluku sawahna nganggo sapi,Sapi téh dibeuli ku Pak Aep sababaraha taun ka tukang,"Sapi ogé dibéré ngaran ""Si Belang"" ku Pak Aep lantaran warna buluna anu belang-belang","Unggal rék ngawuluku, Pak Aep sok ngalanglayung heula ka Si Belang",claude,jv
Wedding,Pangantén lalaki tetep make iket sangkan kompak jeung pangantén awéwé,Pangantén lalaki muka iketna jeung diganti ku topi,"Dina dangdanganana, pangantén lalaki make beskap jeung pangantén awéwé make kebaya",Warna baju duanana sarua nyaéta hideung,Pangantén lalaki make iket di sirahna,Pangantén awéwé make sanggul jeung dihias ku kembang,claude,jv
Socio-religious aspect of life,Neng Siti ngajaga tradisi kuliner Sunda,Neng Siti ngaganti bahan samara jadi lauk lele,Neng Siti keur diajar nyieun samara,Samara mangrupa masakan khas Sunda,Bahan utama samara nyaéta lauk emas,Neng Siti diajar nyieun samara ti nini-ninina,claude,jv
Traditional Games,Congklak bisa ngalatih kamampuan mikir jeung ngitung,Congklak bisa dimaénkeun ku leuwih ti dua urang,"Dina hiji poé, Agus jeung Dadan arulin congklak di buruan imah","Ayana ngan ukur hiji papan congklak, ku kituna maranéhanana maén gantian","Agus muka heula maénna, teras diganti ku Dadan",Maranéhanana sauran yén ieu permainan butuh strategi anu luhur,claude,jv
Fisheries and Trade,Pulisi tiasa nangkep pamalingna sareng Mang Ujang nampi ganti rugi,Mang Ujang putus asa sareng teu hoyong usaha deui,Mang Ujang gaduh balong lele anu legana 2 hektar,Unggal dinten anjeunna ngurus balong lele,Peuting kamari aya nu maling sababaraha kilo lele ti balong,Mang Ujang lapor ka pulisi,claude,jv
Food,Cau emas ngandung seueur gizi anu hadé keur awak.,Haji Komar dahar apel unggal enjing.,Haji Komar boga kabiasaan dahar cau unggal enjing,Cau anu dipilih ku Haji Komar nyaeta cau emas,"Saméméh didahar, cau dibulak heula ku Haji Komar",Haji Komar ngarasa cau emas bisa ngajaga kaséhatanna,claude,jv
Religious Holiday,Ieu mangrupa tradisi anu biasa dilakukeun ku urang Sunda saméméh Lebaran,Urang Sunda tara ngalakukeun kagiatan nanaon saméméh Lebaran,Urang Sunda boga sababaraha tradisi saméméh ngarayakeun Lebaran,Loba jalma anu mulang ka kampung halaman,Maranéhna ogé ngayakeun acara buka puasa babarengan,Loba kagiatan ngahias imah jeung masak sasajen keur Lebaran,claude,jv
Food,Kulawarga Ema Euis ngaraosan babarengan bari silih cariosan,Ema Euis teu tiasa masak,Ema Euis masak sayur asem kanggo tuang siang,Ema nganggo bumbu anu seger jeung seungit,Sayur asem mangrupikeun kadaharan karesep kulawarga,Ema Euis resep masak,claude,jv
Food,Peuyeum ketan Mang Asep kasohor di sakuliah kota.,Peuyeum ketan Mang Asep teu aya nu meuli.,Mang Asep ngagaleuh peuyeum ketan di pasar,Peuyeum ketan Mang Asep kacida mashurna,Mang Asep nganggo ragi husus kanggo nyieun peuyeumna,Seueur jalmi anu ngagaleuh peuyeum Mang Asep unggal dinten,claude,jv
Agriculture,Ibu Siti tiasa nyumponan pangabutuh kulawargana ku sayuran anu anjeunna pelak,Ibu Siti janten patani anu paling beunghar di désana,Ibu Siti kagungan kebon sayuran anu subur,"Anjeunna melak rupa-rupa sayuran sapertos térong, tomat, sareng buncis",Ibu Siti masihan pupuk organik anu anjeunna jieun sorangan,Sayuran-sayuranana tumuwuh kalayan saé sareng séhat,claude,jv
Death,Harta warisan dibagi saluyu jeung wasiat Pa Asép,Aya adu jotos antara anak-anak Pa Asép,Pa Asép maot lantaran kanker paru-paru,"Saméméh maot, anjeunna nitipkeun harta banda warisan ka anak-anakna",Anak-anakna rék ngaréngsékeun prosés pamakaman Pa Asép,"Sanggeus prosés pamakaman réngsé, aya rapat kulawarga ngeunaan pembagian harta warisan",claude,jv
Traditional Games,Budak anu lalajo tuluy ilubiung kana kaulinan bal,Budak anu lalajo embung ilubiung,Sababaraha budak keur arulin bal di lapang tutugan imah,Maranéhna ngabagi sababaraha grup pikeun maén,Salah sahiji grup aya anu kirang hiji jalmi,Grup éta tuluy ménta tulung ka budak anu keur lalajo,claude,jv
Religious Holiday,Kitu kabiasaan urang Sunda dina bulan Muharram,Dina bulan Muharram urang Sunda biasana ngadamel opak,"Dina bulan Muharram, urang Sunda ngayakeun sababaraha kagiatan",Maranéhna maca sejarah Nabi Muhammad SAW,Aya anu nahan diri tina kabiasaan awon,Sababaraha masarakat merhatikeun kana ibadahna,claude,jv
Art,Pagelaran wayang golek Mang Ujang ditarima sae ku masarakat.,Mang Ujang ngical karesep kana ngadamel wayang golek.,Mang Ujang ngadamel wayang golek kanggo pagelaran di desana,Anjeunna kedah milih bahan anu sae sareng ngukir kalayan taliti,Mang Ujang ngadamel wayang dumasar kana carita Ramayana,Anjeunna hoyong ngagentos nilai-nilai kasundaan ngaliwatan wayangna,claude,jv
Death,Kadaharan anu disanggakeun mangrupikeun karesep almarhum nalika jumeneng,Kulawarga bade ngaguar warisan Pa Haji Husen,Pa Haji Husen ninggal dunya tadi wengi,Kulawargana bade ngayakeun tahlilan,Tahlilan dilaksanakeun salila tujuh dinten tujuh peuting,Padamel nyanggakeun kadaharan jeung ngadoa kanggo arwah Pa Haji Husen,claude,jv
Wedding,Tamu undangan ngarasa senang jeung bétah di acara nikahan Santi,Tamu undangan ngarasa bosen jeung pulang sateuacan acara réngsé,"Waktu acara nikahan Santi, aya rupa-rupa kaulinan tradisional Sunda","Aya adu karbit, adu domba, jeung loba deui",Kaulinan ieu dimaksudkeun pikeun ngahibur tamu undangan,"Lian ti éta, kaulinan ieu ogé jadi sarana silaturahmi antara kulawarga pangantén jeung tamu undangan",claude,jv
Fisheries and Trade,Dagang Mang Asep beuki maju sareng bathi,Mang Asep kudu nutup tokona kusabab teu aya anu daék mésér,Mang Asep ngajual lauk di pasar,Anjeunna nawiskeun lauk-lauk anu seger sareng alus kualitasna,Mang Asep ramah ka unggal palanggan,Seueur jalma anu resep mésér lauk di Mang Asep,claude,jv
Socio-religious aspect of life,Ayeuna Dani tiasa solat dina kaayaan anu khusyu,Dani gaduh phobia kana rayap,Dani rék indit ka masjid pikeun solat magrib,Anjeunna muka lomari pikeun nyokot mukena,"Pas dibuka, mukenana aya seueur rayap",Dani langsung ngabéréskeun mukenana sangkan beresih deui,claude,jv
Family Relationships,Sadayana kulawarga ngadahar babarengan sareng bingah,Neng Lina ngajual sambal gorengna ka tatangga,Neng Lina nuju resep pisan nyieun sambel goreng,Anjeunna resep masak kanggo sadayana kulawarga,Anjeunna hoyong kulawargana ngaraosan masakanana,Neng Lina masak sambel goreng di pawon,claude,jv
Wedding,Upacara buka pintu mangrupikeun harti yén pangantén lalaki kedah ihtiar pikeun ngahontal tujuan rumah tangga,Pangantén lalaki kedah muka lawang pikeun asup ka rohangan pangantén awewe,"Dina hiji kawinan adat Sunda, aya acara buka pintu",Pangantén lalaki kedah muka lawang nu geus ditutup,Lawang éta ditutuban ku karembong bodas,Pangantén lalaki kedah muka lawang éta maké congkrang,claude,jv
Fisheries and Trade,"Ku cara kitu, kualitas lélé-lélé Pa Asep tetep kahontal",Pa Asep langsung ngajual sakabéh lélé-léléna,Pa Asep gaduh balong lélé anu légana 2 héktare,Unggal dinten anjeunna méré kadaharan ka lélé-lélé éta,Pa Asep ogé rutin ngontrol cai dina balong éta,"Upami cai balong ngarandap, Pa Asep langsung ngocorkeun cai tina paralon",claude,jv
Wedding,Sungkeman mangrupikeun tradisi anu penting pikeun pangantén énggal,"Saatos sungkeman, pangantén pameget sareng istri langsung angkat bulan madu","Saatos upacara kawinan, aya tradisi sungkeman",Pangantén pameget sareng istri nyungkem ka kolotna,Ieu tradisi miboga harti pikeun ménta doa restu ti kolot,"Saatos sungkeman, pangantén pameget sareng istri tiasa angkat ka tempat resepsi",claude,jv
Wedding,Tamu undangan ngadugikeun kanyaah jeung pangdu'a keur calon pangantén,Tamu undangan ngan datang pikeun dahar baé,Dina nikahan aya acara narima tamu undangan,Tamu undangan datang ti sababaraha golongan masarakat,"Aya kulawarga, tatangga, réréncangan, jeung sajabana",Tamu undangan ngahaturkeun ucapan wilujeng ka nu nikah,claude,jv
Wedding,Pangantén duaan lajeng ngaleupaskeun japati janten lambang kasalametan rumah tangga,Pangantén duaan lajeng ngaroko janten lambang kasalametan rumah tangga,"Dina acara walimahan, aya adat huap lingkung",Pangantén pameget nyuapkeun sangu ka pangantén istri,Lajeng pangantén istri nyuapkeun sangu ka pangantén pameget,Ieu adat nunjukkeun yén duanana kedah silih béla diri,claude,jv
Religious Holiday,Ngaos Quran sareng ngapalkeun ayat-ayatna mangrupikeun kabiasaan anu saé pikeun dilakukeun dina bulan Ramadhan,Amir ngarasa kakapalan ngapalkeun ayat Quran,"Dina bulan Ramadhan, Amir sareng kulawargana ngalaksanakeun tadarus unggal wengi",Aranjeunna ngaos Quran saatos tarawih,Amir ngapalkeun sababaraha ayat Quran,"Dina dinten riyaya, Amir meunang hadiah ti bapana kusabab parantos tiasa ngapalkeun loba ayat",claude,jv
Death,Duit sumbangan ti tatanggi dipasihkeun ka kaluarga nu katilar maot,Duit sumbangan ti tatanggi dianggo ku kulawarga pikeun meuli barang mewah,Ibu Siti parantos maot,Kulawargi sareng tatanggi ngumpul di bumi duka pikeun masihan panghormat terakhir,Aranjeunna sadayana nganggo baju warna hideung minangka tanda duka,Sababaraha tatanggi nyumbangkeun duit ka kulawarga duka,claude,jv
Wedding,Acara nyambungan téh salah sahiji adat Sunda saméméh nikah,Acara nyambungan dilakukeun sanggeus akad nikah,"Saméméh nikah, aya adat nyambungan",Kulawarga calon pangantén lalaki nyaritakeun niatna pikeun nikah ka kulawarga calon pangantén awéwé,Prosési ieu dilakukeun salaku wujud hormat ka kulawarga awéwé,Prosés ieu ogé nétélakeun yén dua kulawarga satuju pikeun ngayakeun pernikahan,claude,jv
Socio-religious aspect of life,Mang Asep leuwih percaya kana ubar tradisional Sunda,Mang Asep ngangge ubar modérn sarta ninggalkeun ubar tradisional,Mang Asep keur dahar daun sirih,Anjeunna percaya yén daun sirih bisa ngajaga kaséhatan awakna,Mang Asep ogé ngangge daun sirih pikeun ngubaran lukana,Anjeunna ngarasa leuwih séhat sarta kuat,claude,jv
Socio-religious aspect of life,Mang Ujang pulih deui kasarasan saatos nginum obat tradisional,Mang Ujang langsung cageur sanggeus nginum obat kimia,"Dina hiji poé, Mang Ujang ngarasa awakna teu écés",Awakna panas tiris jeung huluna lieur pisan,Mang Ujang indit ka paraji di lembur,Paraji méré mang Ujang obat tradisional tina tutuwuhan,claude,jv
Fisheries and Trade,Pa Asep ngalaporkeun kajadian maling ka pulisi,Pa Asep ngarasa bingah kusabab lauk nilana dicokot maling,Pa Asep ngagaduhan empang lauk nila,Anjeunna ngurus lauk nilana unggal dinten,"Hiji wengi, aya nu maling sababaraha lauk nila Pa Asep",Pa Asep ngarasa sedih pisan,claude,jv
Food,Bi Icih bungah peuyeum ketanna laku keras,Teu aya nu mésér peuyeum ketan Bi Icih,Bi Icih dagang peuyeum ketan di pasar,Peuyeum ketan Bi Icih ngarasa amis jeung seungit,Loba nu mésér peuyeum ketan Bi Icih,Peuyeum ketan mangrupa kadaharan has Sunda,claude,jv
Family Relationships,Aep hariwang kana kaséhatan emana,Aep embung mayar ongkos dokter,Ema Aep gering panas tiris,Aep nyarankeun emana pikeun ka dokter,Emana mung hoyong nginum obat warung,Aep tetep maksa emana pikeun ka dokter,claude,jv
Wedding,Numana kadaharan dina acara nikahan mangrupa salah sahiji wujud sukur ka Gusti Nu Maha Suci,Ibu Dani pelit dina nyayagikeun kadaharan keur tamu undangan,Dina acara walimahan Dani seueur pisan kadaharan nu dilayanan,"Aya sangu tumpeng, godo, empal, jeung aneka kadaharan séjénna",Kadaharan éta didamel ku Ibu Dani sorangan dibantu ku tatangga sabudeureunana,Tamu undangan ngaraos suguhan nu dilayanan pohara ngeunah,claude,jv
Religious Holiday,Kurban téh salah sahiji cara pikeun nembongkeun kacintaan urang ka Allah,Faris ngorbankeun dombana sangkan bisa dahar daging,"Samemeh Idul Adha, Faris mésér domba pikeun kurban",Manéhna milih domba anu panghadéna,Faris ngajaga dombana nepi ka poé Idul Adha,"Dina dinten Idul Adha, Faris ngorbankeun dombana",claude,jv
Daily Activities,Bapa Asep ngajaga disiplin jeung tanggel waler,Bapa Asep resep telat ka kantor,Bapa Asep damel di kantor camat,Anjeunna kudu indit gasik unggal poe,Bapa Asep mawa bekel ti bumi,Bapa Asep mulang ti kantor tabuh lima sore,claude,jv
Art,Neng Siti janten juara dina pasanggiri maca puisi tingkat nasional,Neng Siti janten juara dina pasanggiri tari jaipong tingkat nasional,Neng Siti resep pisan kana seni maca puisi,Anjeunna sering latihan maca puisi di payun kaca,Neng Siti gaduh impian bade janten penyair anu kacida sohor,Anjeunna hoyong karya-karyana dipikawanoh ku jalma-jalma,claude,jv
Family Relationships,Neng Lia ngaraos wilujeng gaduh tatangga anu sae,Neng Lia hoyong pindah ka lingkungan anu enggal,Neng Lia kagungan tatangga anu seueur pisan,Unggal dinten anjeunna sok ngobrol sareng tatanggana,Tatangga Neng Lia ogé seueur nu resep ngabantosan,Hubungan Neng Lia sareng tatanggana sae pisan,claude,jv
Daily Activities,"Gelasna kapanggih di dapur, aya di luhur méja",Dedi kapaksa meuli gelas anyar pikeun nginum cai hangat,Dedi boga kabiasaan nginum cai hangat unggal énjing,Anjeunna percaya yén cai hangat bisa ngajadikeun awak séhat,"Hiji poé, Dedi kaleungitan gelas cai hangatna",Dedi néangan gelas cai hangatna ka mana-mana,claude,jv
Socio-religious aspect of life,Haji Amir niatkeun pangaosan pikeun ngamalkeun élmu,Haji Amir ngarep dipuji jalma loba,Haji Amir ngayakeun pangaosan unggal peuting Jumaah,Loba pisan jamaah anu daratang,Pangaosan dimimitian ku maca shalawat,"Saatos tamat pangaosan, aya acara tuang babarengan",claude,jv
Agriculture,Mang Udin bagé hasil panénna ka tatangga anu kekurangan,Mang Udin nimbun sakabéh hasil panén pikeun diical,Mang Udin gaduh kebon anu lega pisan,Anjeunna melak rupa-rupa pepelakan sapertos hui sareng cau,Pepelakan di kebon Mang Udin sadayana tuwuh subur,Mang Udin kantos panen sababaraha kali,claude,jv
Family Relationships,Kang Yana ngarasa bagja tur gede haté sabab acara mitembeyan bumi bérés kalawan lancar,Kang Yana kapegat ti pagawéanana sabab teu bisa ngatur acara mitembeyan bumi,"Dina acara mitembeyan bumi di kampungna, Kang Yana ditugaskeun ngatur kagiatan",Manéhna kudu ngatur ti mimiti persiapan nepi ka acara pamungkas,"Sanaos ripuh, Kang Yana tetep sumanget ngatur sagalana",Acara mitembeyan bumi bérés kalawan lancar,claude,jv
Socio-religious aspect of life,Masarakat ngarasa bingah sareng sukur kana karunia Allah,Pa Haji ukur ngabagikeun daging kurban ka kulawargana,Pa Haji ngabagikeun daging kurban ka masarakat,Daging kurban dibagi-bagi dina acara Idul Adha,Pa Haji ngabagi daging kurban kalayan adil,Sadaya masarakat nampi daging kurban ti Pa Haji,claude,jv
Art,Dani ngamumulé budaya Sunda ngaliwatan kasenian,Dani teu resep kasenian Sunda,Dani resep pisan kana kasenian Sunda,Anjeunna sering ngibing jaipong dina acara adat,Dani ogé pinter maénkeun angklung,Dani sering tampil dina acara budaya Sunda,claude,jv
Agriculture,"Acara ""Sérén Taun"" ngajadikeun warga désa leuwih guyub sarta ngaraketkeun silaturahmi","Acara ""Sérén Taun"" ngarugikeun warga désa kusabab kedah ngaluarkeun artos anu seueur","Désa Cimacan ngayakeun acara ""Sérén Taun"" unggal taun",Ieu acara dimaksudkeun pikeun ngawujudkeun rasa sukur ka Gusti Nu Mahasuci kana hasil tatanén anu seueur,Warga désa ngumpulkeun hasil tatanénna anu pangalusna pikeun dibagikeun ka sadayana warga,Acara ieu dipungkas ku helaran seni tradisional,claude,jv
