topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
Fisheries and Trade,Empang kulawarga Pa Dadang jadi conto keur masarakat di sabudeureunana,Kulawarga Pa Dadang eureun ngurus empang,Keluarga Pa Dadang ngagaduhan tradisi babarengan ngurus empang,Unggal anggota kulawarga dibéré pancén masing-masing,"Aya anu méré dahareun lauk, aya anu ngabersihan empang",Aranjeunna babarengan ngajaga kualitas lauk-lauk na,claude,jv
Food,Neng Lia ngaraos sehat kusabab seueur ngadahar sayuran seger,Neng Lia bosen dahar sambel tarasi sareng lalapan,Neng Lia resep dahar sambel tarasi sareng lalapan,Sambel tarasi sareng lalapan mangrupikeun kadaharan khas Sunda,Neng Lia nyieun sambel tarasi ku bahan-bahan anu seger,Neng Lia dahar sambel tarasi sareng lalapan unggal dinten,claude,jv
Fisheries and Trade,Ikan nila ti kolam Mang Udin dipikahoyong ku seueur restoran,Mang Udin henteu tiasa ngajual ikan-ikanana ku sabab kualitasna goréng,Mang Udin ngagaduhan seueur kolam ikan nila,Anjeunna ngajaga kualitas cai sarta dahareun ikanana,Ikan-ikan nila Mang Udin tumuwuh séhat sarta ageung,Mang Udin tiasa ngajual ikan-ikanana ka restoran-restoran,claude,jv
Art,Mang Anom meuli angklung awi sabab leuwih alus sorana.,Mang Anom meuli gitar listrik.,Mang Anom keur meuli angklung di pasar seni,Mang Anom ningali rupaning angklung anu dijual,"Aya angklung anu bahanna tina awi, aya ogé anu tina kai",Mang Anom nanya ka tukang jualna ngeunaan bédana angklung awi jeung angklung kai,claude,jv
Socio-religious aspect of life,Indra ngaraos bahagia tiasa ngabantosan ngabersihan masjid,Indra ngaraos cape sarta hoyong geura-giru mulang,Indra keur milu kagiatan ngabersihan masjid,Anjeunna ngabagi pagawéan sareng réréncangan sanésna,Indra kabagian ngabersihan rohangan utama masjid,Anjeunna ngepél lantai dugi ka beresih,claude,jv
Religious Holiday,Kemal jeung kulawargana ngarasa sugema bisa ngalaksanakeun ibadah kurban,Kemal jeung kulawargana ngarasa rugi geus ngurbankeun sapi,"Dina poé Idul Adha, Kemal jeung kulawargana ngurbankeun sapi",Kemal milu ngabantu bapana motong-motong daging sapi,Sabagian daging sapi dibagi-bagi ka tatangga nu keur sasar,Kemal ngarasa bagja bisa ngabantu batur dina poé ieu,claude,jv
Food,Loba jalmi anu meuli cau ka Jang Asep kusabab ngeunah sareng seger,Cau Jang Asep henteu laku,Jang Asep dagang cau di sisi jalan,Cau titipan ti kebon bapana,"Jenis cau anu didagang nyaéta cau raja, cau ambon, sareng cau uli",Jang Asep masihan harga anu murah,claude,jv
Agriculture,"Hasilna saban usum panen, Pa Asép tiasa ngajual hasil kebonna kalayan pangaos anu saé",Pa Asép teu resep dahar sayuran,Pa Asép boga kebon nu legana 2 hektar,Manéhna melak rupa-rupa pepelakan,"Aya cabe, tomat, jeung sababaraha pepelakan lianna",Saban poé Pa Asép miara pepelakanna kalayan saé,claude,jv
Socio-religious aspect of life,Haji Asép nerangkeun yen kacang hejo ngandung seueur gizi anu hadé pikeun awak,Haji Asép ngarobih kabiasaanana amarga teu resep kacang hejo deui,Haji Asép kagungan kabiasaan dahar kacang hejo unggal énjing,"Numutkeun anjeunna, kacang hejo tiasa ngajaga kaséhatan",Sababaraha tatangga anu sabaraha terang ngaraos penasaran,Aranjeunna naroskeun alesan Haji Asép dahar kacang hejo unggal dinten,claude,jv
Fisheries and Trade,Lauk mas Pak Asep gancang payu kusabab kualitasna nu alus,Pak Asep ngical sadaya lauk masna kusabab teu bisa ngajual,Pak Asep gaduh balong lauk mas di buruan imahna,Saban dinten anjeunna miara lauk-lauk eta kalayan saé,Pak Asep masihan dahareun nu berkualitas sarta ngajaga kebersihan cai,"Dina hiji dinten, réa jalma anu daratang hoyong meuli lauk mas Pak Asep",claude,jv
Religious Holiday,Aranjeunna ogé silih hampura pikeun ngamimitian Lebaran kalayan manah anu beresih,Asep sareng kulawargana dahar dugi ka kekenyangan,"Dina dinten Idul Fitri, kulawarga Asep ngumpul di bumi kolot","Saatos solat Id, aranjeunna sasarengan dahar kadaharan has Lebaran","Aya opor, rendang, lontong, sareng sambel goreng kentang anu ngebul-ngebul","Saatos tuang, aranjeunna silaturahmi ka kulawarga sanes sareng tatanggi",claude,jv
Religious Holiday,Farhan ngarasa bagja bisa silaturahmi jeung nyuhunkeun pangdu'a ti nini aki,Farhan ngarasa sedih kudu silaturahim ka imah nini aki unggal taun,"Saatos sholat Ied, Farhan jeung kulawargana silaturahmi ka imah nini jeung aki",Aranjeunna nyalaman ka nini aki bari sungkem,Farhan nyuhunkeun dihampura ku nini jeung aki mun aya kasalahan,Nini jeung aki ngadu'akeun Farhan sangkan jadi budak sholeh,claude,jv
Art,Tari jaipong mangrupa ciri has budaya Sunda anu kedah dilestarikan,Tari jaipong mangrupa tarian tradisional ti Jawa Tengah,"Dina hiji acara kasenian, aya pagelaran tari jaipong",Tari jaipong mangrupa tarian tradisional ti Jawa Barat,Gerakanana lemes sarta diiringan ku gamelan,Tari jaipong biasana dipintonkeun dina acara-acara husus,claude,jv
Family Relationships,Acara dahar sasarengan ngajadikeun kulawarga Dani tambih akur,Kulawarga Dani ngan ukur dahar sasarengan dina acara husus,Keluarga Dani boga kabiasaan ngumpul sareng dahar sasarengan unggal wengi,Ieu hal tos janten tradisi ti jaman kolot,"Dina acara dahar sasarengan, aranjeunna ngobrol ngeunaan kagiatan sapopoe",Aranjeunna oge silih bantuan nalika aya masalah,claude,jv
Fisheries and Trade,"Sababaraha dinten ti harita, lele-lele Pak Ujang cageur deui",Pak Ujang langsung masak lele anu gering,Pak Ujang gaduh balong lele ageung di buruan imahna,Unggal dinten anjeunna miara lele-lelena kalayan sumanget,"Dina hiji dinten, Pak Ujang ningali sababaraha lelena gering",Pak Ujang langsung nyandak obat khusus kanggo lele anu gering,claude,jv
Death,Ema-ema dahar babarengan bari ngobrol ngeunaan almarhum,Ema-ema mulang satutasna acara réngsé,"Dina acara tahlilan, aya sababaraha rangkaian acara","Mimiti maca yasin, tahlil, nepi ka ceramah ti ustadz","Sabada éta, aya acara ngaduakeun duit sumbangan",Saterusna aya acara dahar babarengan,claude,jv
Religious Holiday,Adi ngabagi daging kurban ka nu mikabetah,Adi dahar daging kurban sorangan,"Dina dinten Idul Adha, Adi ningali bapana ngurbankeun domba",Daging domba kurban dibagi-bagi ka nu mikabetah,Adi ngabantos bapana ngabungkus daging kurban,Adi ngaraos bahagia tiasa ngabagi kabahagiaan ka batur,claude,jv
Wedding,Seserahan dilaksanakeun saminggu sateuacan akad nikah,Seserahan dilaksanakeun sabulan sateuacan akad nikah,Gina jeung Budi badé nikah dina bulan hareup,Adat kawin di lembur Gina nyaéta kudu aya seserahan,Kulawarga Budi nyiapkeun rupa-rupa kado pikeun seserahan,Kado éta minangka tanda hormat ka kulawarga Gina,claude,jv
Art,Neng Rani janten juara dina pasanggiri tari jaipong tingkat nasional,Neng Rani janten juara dina pasanggiri tembang Sunda tingkat nasional,Neng Rani kacida resepeun kana tari jaipong,Unggal dinten anjeunna latihan tari jaipong di bumi,Neng Rani gaduh impian bade janten penari jaipong anu kacida sohor,Anjeunna hoyong tampil dina panggung-panggung ageung,claude,jv
Art,Latihan anu rutin ngajadikeun grup Dani jadi juara dina lomba angklung,Grup Dani kalah dina lomba angklung kusabab teu aya persiapan,Dani jeung babaturanana rék milu lomba maén angklung di sakola,Aranjeunna latihan unggal soré di imah Dani,"Dina poé lombana, grup Dani nembongkeun pintonan anu pikaresepeun",Aranjeunna meunang juara kahiji dina lomba éta,claude,jv
Pregnancy and Kids,Adat Sunda ogé ngalaksanakeun upacara cukuran dina umur orok 40 dinten,Adat Sunda ngawajibkeun orok dipotong rambutna sapoe sanggeus lahir,"Sanggeus orok lahir, aya sababaraha adat anu kedah dipigawé","Nurutkeun adat Sunda, orok kedah diberesihan ku cai anu dicampur kembang tujuh rupa",Ieu dipercaya tiasa ngajauhkeun orok tina panyakit,"Salian ti éta, aya ogé adat anu sanésna",claude,jv
Art,Santi ditampa jadi anggota sanggar tari kusabab kamampuhan nari Jaipongna,Santi gagal dina audisi kusabab teu boga bakat nari,Santi rék milu audisi nari Jaipong di sanggar tari,Manéhna teu yakin kana kamampuhan narina,Santi terus latihan unggal poé di imahna,"Dina poé audisi, Santi bisa mintonkeun gerakan nari anu alus",claude,jv
Death,Warisan dibagi adil ka putra-putrina numutkeun hukum Islam,Sadaya warisan diical pikeun mayar hutang Mang Ujang,Mang Ujang ninggalkeun sababaraha harta warisan,"Aya sawah, kebon, sareng sababaraha imah kontrakan",Putra-putrina kedah nyadiakeun duit pikeun kaperluan prosési pemakaman,"Saparantos 40 poé, ahlina ngayakeun babaosan ngeunaan warisan",claude,jv
Wedding,Upacara sawér téh pikeun méré piwuruk ka pangantén supaya rumah tanggana bisa bagja,Upacara sawér dilakukeun sangkan pangantén bisa gancang boga anak,"Dina kawinan adat Sunda, aya upacara sawér",Sawér mangrupa wejangan ti kolot ka pangantén,Eusi sawér biasana piwuruk ngeunaan kahirupan rumah tangga,Sawér dilakukeun ku kolot atawa sesepuh kulawarga,claude,jv
Wedding,Kadaharan anu disadiakeun bersih,Loba tamu undangan anu keracunan,"Dina acara resepsi, aya rupa-rupa kadaharan anu disadiakeun",Kadaharan anu disadiakeun mangrupi kadaharan khas daérah,Seueur tamu undangan anu resep kana kadaharan anu disadiakeun,Tamu undangan dahar kalawan lahap,claude,jv
Pregnancy and Kids,Nyi Iteung nurut kana larangan ieu supados bayina cageur,Nyi Iteung ngalanggar larangan ieu supados bayina bageur,"Dina adat Sunda, aya larangan pikeun ibu hamil",Ibu hamil teu meunang diuk dina panto,Ibu hamil ogé teu meunang ngadahar dina piring anu retak,Ieu larangan didadasaran kapercayaan supados orokna salamet,claude,jv
Wedding,Risa bungah pisan acara nikahna tiasa lumangsung kalawan lancar,Risa maju ka pelaminan sorangan tanpa calon salakina,Risa bade nikah dina bulan ieu,Risa sibuk milih siger emas sareng kebaya,Risa ogé milih lagu anu bade dihaleuangkeun dina acara nikahna,Kulawargana Risa ngabantosan nyiapkeun acara pernikahan,claude,jv
Death,Kulawarga Dedi masihan suguhan ka tamu anu datang,Kulawarga Dedi ngalarang tatangga datang,Dedi pupus lantaran kacilakaan,Kulawargana ngayakeun tahlilan unggal peuting salila tujuh poé,Loba tatangga sarta babaturan anu datang keur ngado'akeun Dedi,"Sanggeus tujuh poé, aya acara ngirim do'a minangka penutup prosési tahlilan",claude,jv
Food,Kadaharan tradisional ieu minangka ciri has tina budaya urang Sunda,Kadaharan tradisional ieu henteu aya rasana,"Dina acara hajatan, aya loba pisan kadaharan tradisional anu dihidangkeun","Aya karedok, tutug oncom, gado-gado, jeung sajabana",Para tamu ngantri pikeun nyokot kadaharan,Maranehna ngaraosan pisan kadaharan tradisional ieu,claude,jv
Art,Mang Anom angger satia dina nyieun wayang golek,Mang Anom eureun nyieun wayang golek kusabab teu aya deui anu mésér,Mang Anom téh seniman anu rancagé nyieun wayang golek,Mang Anom tiasa nyieun wayang golek dina sababaraha poé,Wayang golek Mang Anom kacida pisan alus jeung éndah,Mang Anom sering nampi pesenan wayang golek ti sababaraha tempat,claude,jv
Food,Neng Iteung tiasa ngadamel opak anu ngeunah sareng loba anu resep,Neng Iteung gagal ngadamel opak sareng teu aya anu dahar opakanana,Neng Iteung nuju ngadamel opak di dapur,"Anjeunna ngangge bahan-bahan anu basajan sapertos sangrai, kalapa, uyah, sareng gula beureum",Neng Iteung kedah ngadamel sababaraha ratus opak kanggo acara di désa,Anjeunna ngadamel opak dumasar kana résép anu diturunkeun ku nini-ninina,claude,jv
Family Relationships,Uwa Adin dipikaresep ku masarakat di sabudeureunana,Uwa Adin teu paduli kana kaayaan lingkunganana,Uwa Adin ngiringan kagiatan gotong royong di kampungna,Uwa Adin nulungan tatangga anu ruksak imahna,Uwa Adin ngarojong kagiatan kaséhatan di kampungna,Uwa Adin aktip dina kagiatan kaagamaan di masjid,claude,jv
Traditional Games,Babaturan Dodi ngahudang sumanget jeung mantuan diajarna ngojay,Dodi kalah dina kaulinan péclé,"Dina hiji poé, aya sababaraha budak keur arulin péclé di buruan sakola",Salah saurang budak anu ngaranna Dodi teu tiasa ngojay kalayan lemes,Manéhna sering ragrag nalika ngojay,Dodi ngarasa sedih jeung éraeun,claude,jv
Family Relationships,Jajang sareng kulawargana ngadahar babarengan dina méja makan,Bapa Jajang mulih langkung ti tabuh genep sonten,Bapa Jajang biasa mulang ti kantor tabuh genep sonten,Jajang ngantay bapana di payun panto,Bapa Jajang mulih bari mawa rupa-rupa kadaharan,Jajang sareng kulawargana ngaraosan kadaharan ti bapana,claude,jv
Agriculture,Pak Aep jeung Si Belang rancagé pisan dina ngagarap sawah.,Pak Aep ngajual Si Belang lantaran geus teu kuat deui ngawuluku.,Pak Aep ngawuluku sawahna nganggo sapi,Sapi téh dibeuli ku Pak Aep sababaraha taun ka tukang,"Sapi ogé dibéré ngaran ""Si Belang"" ku Pak Aep lantaran warna buluna anu belang-belang","Unggal rék ngawuluku, Pak Aep sok ngalanglayung heula ka Si Belang",claude,jv
Wedding,Pangantén lalaki tetep make iket sangkan kompak jeung pangantén awéwé,Pangantén lalaki muka iketna jeung diganti ku topi,"Dina dangdanganana, pangantén lalaki make beskap jeung pangantén awéwé make kebaya",Warna baju duanana sarua nyaéta hideung,Pangantén lalaki make iket di sirahna,Pangantén awéwé make sanggul jeung dihias ku kembang,claude,jv
Socio-religious aspect of life,Neng Siti ngajaga tradisi kuliner Sunda,Neng Siti ngaganti bahan samara jadi lauk lele,Neng Siti keur diajar nyieun samara,Samara mangrupa masakan khas Sunda,Bahan utama samara nyaéta lauk emas,Neng Siti diajar nyieun samara ti nini-ninina,claude,jv
Traditional Games,Congklak bisa ngalatih kamampuan mikir jeung ngitung,Congklak bisa dimaénkeun ku leuwih ti dua urang,"Dina hiji poé, Agus jeung Dadan arulin congklak di buruan imah","Ayana ngan ukur hiji papan congklak, ku kituna maranéhanana maén gantian","Agus muka heula maénna, teras diganti ku Dadan",Maranéhanana sauran yén ieu permainan butuh strategi anu luhur,claude,jv
Fisheries and Trade,Pulisi tiasa nangkep pamalingna sareng Mang Ujang nampi ganti rugi,Mang Ujang putus asa sareng teu hoyong usaha deui,Mang Ujang gaduh balong lele anu legana 2 hektar,Unggal dinten anjeunna ngurus balong lele,Peuting kamari aya nu maling sababaraha kilo lele ti balong,Mang Ujang lapor ka pulisi,claude,jv
Food,Cau emas ngandung seueur gizi anu hadé keur awak.,Haji Komar dahar apel unggal enjing.,Haji Komar boga kabiasaan dahar cau unggal enjing,Cau anu dipilih ku Haji Komar nyaeta cau emas,"Saméméh didahar, cau dibulak heula ku Haji Komar",Haji Komar ngarasa cau emas bisa ngajaga kaséhatanna,claude,jv
Religious Holiday,Ieu mangrupa tradisi anu biasa dilakukeun ku urang Sunda saméméh Lebaran,Urang Sunda tara ngalakukeun kagiatan nanaon saméméh Lebaran,Urang Sunda boga sababaraha tradisi saméméh ngarayakeun Lebaran,Loba jalma anu mulang ka kampung halaman,Maranéhna ogé ngayakeun acara buka puasa babarengan,Loba kagiatan ngahias imah jeung masak sasajen keur Lebaran,claude,jv
Food,Kulawarga Ema Euis ngaraosan babarengan bari silih cariosan,Ema Euis teu tiasa masak,Ema Euis masak sayur asem kanggo tuang siang,Ema nganggo bumbu anu seger jeung seungit,Sayur asem mangrupikeun kadaharan karesep kulawarga,Ema Euis resep masak,claude,jv
Food,Peuyeum ketan Mang Asep kasohor di sakuliah kota.,Peuyeum ketan Mang Asep teu aya nu meuli.,Mang Asep ngagaleuh peuyeum ketan di pasar,Peuyeum ketan Mang Asep kacida mashurna,Mang Asep nganggo ragi husus kanggo nyieun peuyeumna,Seueur jalmi anu ngagaleuh peuyeum Mang Asep unggal dinten,claude,jv
Agriculture,Ibu Siti tiasa nyumponan pangabutuh kulawargana ku sayuran anu anjeunna pelak,Ibu Siti janten patani anu paling beunghar di désana,Ibu Siti kagungan kebon sayuran anu subur,"Anjeunna melak rupa-rupa sayuran sapertos térong, tomat, sareng buncis",Ibu Siti masihan pupuk organik anu anjeunna jieun sorangan,Sayuran-sayuranana tumuwuh kalayan saé sareng séhat,claude,jv
Death,Harta warisan dibagi saluyu jeung wasiat Pa Asép,Aya adu jotos antara anak-anak Pa Asép,Pa Asép maot lantaran kanker paru-paru,"Saméméh maot, anjeunna nitipkeun harta banda warisan ka anak-anakna",Anak-anakna rék ngaréngsékeun prosés pamakaman Pa Asép,"Sanggeus prosés pamakaman réngsé, aya rapat kulawarga ngeunaan pembagian harta warisan",claude,jv
Traditional Games,Budak anu lalajo tuluy ilubiung kana kaulinan bal,Budak anu lalajo embung ilubiung,Sababaraha budak keur arulin bal di lapang tutugan imah,Maranéhna ngabagi sababaraha grup pikeun maén,Salah sahiji grup aya anu kirang hiji jalmi,Grup éta tuluy ménta tulung ka budak anu keur lalajo,claude,jv
Religious Holiday,Kitu kabiasaan urang Sunda dina bulan Muharram,Dina bulan Muharram urang Sunda biasana ngadamel opak,"Dina bulan Muharram, urang Sunda ngayakeun sababaraha kagiatan",Maranéhna maca sejarah Nabi Muhammad SAW,Aya anu nahan diri tina kabiasaan awon,Sababaraha masarakat merhatikeun kana ibadahna,claude,jv
Art,Pagelaran wayang golek Mang Ujang ditarima sae ku masarakat.,Mang Ujang ngical karesep kana ngadamel wayang golek.,Mang Ujang ngadamel wayang golek kanggo pagelaran di desana,Anjeunna kedah milih bahan anu sae sareng ngukir kalayan taliti,Mang Ujang ngadamel wayang dumasar kana carita Ramayana,Anjeunna hoyong ngagentos nilai-nilai kasundaan ngaliwatan wayangna,claude,jv
Death,Kadaharan anu disanggakeun mangrupikeun karesep almarhum nalika jumeneng,Kulawarga bade ngaguar warisan Pa Haji Husen,Pa Haji Husen ninggal dunya tadi wengi,Kulawargana bade ngayakeun tahlilan,Tahlilan dilaksanakeun salila tujuh dinten tujuh peuting,Padamel nyanggakeun kadaharan jeung ngadoa kanggo arwah Pa Haji Husen,claude,jv
Wedding,Tamu undangan ngarasa senang jeung bétah di acara nikahan Santi,Tamu undangan ngarasa bosen jeung pulang sateuacan acara réngsé,"Waktu acara nikahan Santi, aya rupa-rupa kaulinan tradisional Sunda","Aya adu karbit, adu domba, jeung loba deui",Kaulinan ieu dimaksudkeun pikeun ngahibur tamu undangan,"Lian ti éta, kaulinan ieu ogé jadi sarana silaturahmi antara kulawarga pangantén jeung tamu undangan",claude,jv
Fisheries and Trade,Dagang Mang Asep beuki maju sareng bathi,Mang Asep kudu nutup tokona kusabab teu aya anu daék mésér,Mang Asep ngajual lauk di pasar,Anjeunna nawiskeun lauk-lauk anu seger sareng alus kualitasna,Mang Asep ramah ka unggal palanggan,Seueur jalma anu resep mésér lauk di Mang Asep,claude,jv
Socio-religious aspect of life,Ayeuna Dani tiasa solat dina kaayaan anu khusyu,Dani gaduh phobia kana rayap,Dani rék indit ka masjid pikeun solat magrib,Anjeunna muka lomari pikeun nyokot mukena,"Pas dibuka, mukenana aya seueur rayap",Dani langsung ngabéréskeun mukenana sangkan beresih deui,claude,jv
Family Relationships,Sadayana kulawarga ngadahar babarengan sareng bingah,Neng Lina ngajual sambal gorengna ka tatangga,Neng Lina nuju resep pisan nyieun sambel goreng,Anjeunna resep masak kanggo sadayana kulawarga,Anjeunna hoyong kulawargana ngaraosan masakanana,Neng Lina masak sambel goreng di pawon,claude,jv
