topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
Death,Wisnu salah nglakoni ritual sesaji.,Wisnu nglakoni ritual sesaji kanthi bener.,Wisnu pengin nglakoni tradisi ninggalake sesaji kanggo leluhur,Wisnu pengin nglakoni ritual kanggo ngiringi jenazah,Wisnu njupuk sesaji kanggo disaji,Wisnu ora weruh babagan tradisi sesaji,cohere,su
Wedding,"Tika lan Tono padha njupuk lokasi ing pendhapa, sing apik kanggo acara kawinan.","Tika lan Tono padha njupuk lokasi sing apik, nanging ora padha karo tradisi kawinan.",Tika lan Tono padha njupuk lokasi kanggo acara kawinan,Tika lan Tono padha njupuk lokasi ing pendhapa,Tika lan Tono padha njupuk lokasi sing apik,Tika lan Tono padha njupuk lokasi sing apik lan padha,cohere,su
Religious Holiday,"Dina seneng, kanca lamanya ngerti selera Dina lan ngasih saran sing apik.","Dina ora duwe wangsul, lan mung bisa mesem.","Selahe dina Minggu, lan Dina wis kudu nggoleki baju anyar",Dina pengin baju sing apik lan elegan tumrap Lebaran,"Dina keliling pasar lan toko, nanging ora nemu sing cocok",Dina ora kaget nalika ketemu karo kanca lamanya,cohere,su
Pregnancy and Kids,Warga sekitar nggowo bocah iku tumon ing rumah sakit kanggo diperiksa.,"Layang-layang iku rusak, bocah iku nangis.",Bocah cilik main ing alun-alun,Bocah iku lagi ngejar layang-layang,Layang-layang iku mlebu ing dalan,Mobil sing lewat kaget lan nglakoni rem mendadak,cohere,su
Family Relationships,"Dina lan Dika padha seneng, lan ngucapke suwun saka siji saka liyane.","Bayu ora ngerti, lan langsung metu saka omah.","Bayu duwe tetangga sing apik, namane Mbak Rini",Bayu ora tau ngomong karo tetanggane,Bayu kaget nalika ditakoni saka Mbak Rini,Bayu ora ngerti kudu ngomong opo,cohere,su
Religious Holiday,Sesajen iku dijupuk lan ditata.,Sesajen iku ora dijupuk.,"Dadi tradisi, keluarga Putri padha ngumpul ing omah kakung",Putri padha njupuk sesajen,Sesajen iku dijupuk ing pasar,Pasar iku luwih ramai,cohere,su
Wedding,Ratih ngerti seserahan sing apik lan bermakna.,Ratih ora ngerti seserahan sing apik.,Ratih lagi nyiapin seserahan,Ratih pengen ngasih seserahan sing apik lan bermakna,Ratih padha nyari barang-barang sing apik,Ratih ora sudi ngasih barang sing murah lan ora bermakna,cohere,su
Fisheries and Trade,Ikan-e dikandhani marang wong tuwa.,Ikan-e ora dijak tuku amarga lali.,Joko lan Budi nelayan sing arep njupuk ikan ing laut,Ikan sing ditangkepne akeh banget,Ikan-ikan kasebut arep dijak tuku ing pasar,Ikan-e lali ora dijak tuku,cohere,su
Food,"Sira-sira kaget lan kecewa, dadi sira-sira tuku maning jajanan sing khas lan khas ing daerah.","Sira-sira seneng, dadi sira-sira tuku maning jajanan sing umum.",Sinta lan Rama njupuk pesenan kue lan jajanan pasar kanggo acara ulang taun,Sinta lan Rama pengin entuk kue lan jajanan sing apik lan enak,"Saking semangat, sira-sira lali tuku jajanan sing khas lan khas ing daerah",Sira-sira tuku jajanan sing umum,cohere,su
Art,Rini suarane luwih apik.,Rara suarane luwih apik.,Rara lan Rini padha nyanyi lagu jawa,Rara suarane apik,Rini ora gelem kalah,Rini nyoba nyanyi maneh,cohere,su
Food,"Jenang kluntun iku enak, lan Mbakyu Tika seneng nggawe jenang.","Mbakyu Tika ora duwe watu, nanging dheweke tetep nggawe jenang kluntun.","Ning rumiyin, Mbakyu Tika njupuk kluntun lan nggoleki watu",Mbakyu Tika pengin nggawe jenang kluntun,Jenang kluntun iku panganan khas Jawa,Jenang kluntun kudu dianggo watu kanggo ngulek,cohere,su
Wedding,Ratih lan Bagas resmi dadi suami lan istri.,Ratih lan Bagas ora resmi dadi pasangan.,"Wis dina pungkasan, Ratih lan Bagas bakal nyambut acara pernikahan",Ratih wis nyiapin kabeh sesajen lan seserahan,"Bagas ora ketinggalan, dheweke nyiapke busana lan undangan",Keluarga lan sanak sedulur wis pada ngumpul,cohere,su
Pregnancy and Kids,"Anake ora gelem mangan, soale ora laper.","Anake ora gelem mangan, soale ora doyan.","""Kowe wis tau mangan ora?""Tanyane ibu marang anak sing lagi nangis","Anake ora ngomong apa-apa, cuman nangis",Ibu nggawe nedha kanggo anak,Anake ora gelem mangan,cohere,su
Daily Activities,Mbakyu Ratih mung bisa nggolek kembang ing warung.,Slametan iku acara sing apik kanggo ngumpulake keluarga.,"Ning rumiyin, Mbakyu Ratih arep nggolek kembang",Kembang iku bakal dipun nggunakake kanggo sesaji,Sesajine bakal dipun nggunakake kanggo slametan,"Ning, dheweke ora nemokake kembang ing pasar",cohere,su
Religious Holiday,"Joko lan kanca-kancane nggawe takbir keliling sing apik lan bener, nggawe masyarakat seneng.",Joko lan kanca-kancane ora ngerti carane takbir keliling.,"Wis dina pungkasan saka bulan Ramadhan, Joko lan kanca-kancane lagi nyiapake takbir keliling",Joko seneng banget bisa nggawe tradisi iki,Takbir keliling iku tradisi sing penting kanggo ngucapke sukur marang Gusti Allah,Joko lan kanca-kancane pengin nggawe takbir keliling sing apik,cohere,su
Wedding,Ratih lan Bagas wis resmi dadi pasangan suami-bini.,"Ratih lan Bagas tetep nglakoni upacara, nanging ora resmi dadi pasangan.","Wis sabanjuré, Ratih lan Bagas tetep nggandeng tangan",Ratih lan Bagas nglakoni upacara pernikahan,Ratih lan Bagas wis ngundhuh restu marang wong tuwane,Ratih lan Bagas nglakoni upacara ing pendhapa gedhé,cohere,su
Agriculture,Imah ngarasa anu ngarayahkeun téh salah sahiji cara ngajaga kasejahteraan.,Imah ngarasa lelah sarta teu boga hasrat ka ngarayahkeun.,Imah geus siap ngarayahkeun,Imah ngahaturkeun parabotan nu kudu dipaké,Imah ngajadikeun sesajen,Imah nunggu sakabeh nu dipesenan ku bapa,cohere,jv
Art,Asep neruskeun ngagambar jeung semangat nu leuwih gede.,Asep ngarasa kecewa jeung ngarasa karya seni anu dipakéna leuwih jelek ti saluhureun.,"""Gambar anu dikaruan ku abdi teh alus pisan, nya?"" tanya Dadan ka adangna, Asep, nu lagi ngagambar di dalem studio seni",Asep ngarasa bangga jeung kagum kana karya seni anu baru dipakéna,"""Alus pisan, Dadan",Abdi geus leuwih ti saluhureun,cohere,jv
Art,Nining geus nempo kebaya nu pas jeung acan,Nining hareup ngajalan ka pasar deui,Nining nuju kawinan,Nining geus ngajalan ka pasar jeung nyaritakeun kebaya,Nining hareup ngadahar ka sabaraha butik,Nining geus nempo kebaya nu teu acan pas,cohere,jv
Fisheries and Trade,Jaja ngarasa bangga bisa ngabantu para petani lokal jeung ngajieun hubungan dagang anu langgeng.,Jaja teu boga waktos pikeun main jeung ngumpul jeung kawan-kawannana.,"Ti keur ngajieun usaha dagang, Jaja boga kios di pasar",Kiosna dijieun pikeun ngajieun dagang sayur-mayur,Jaja boga hubungan anu baé jeung para petani lokal,Jaja ogé ngajieun sistem anu efisien pikeun ngajieunna,cohere,jv
Death,Dede ogé ngarasa lemes jeung kudu istirahat.,Dede geus balik ka imah jeung ngahaja ka pasar.,Dede geus ngahija,Dede geus ngadukungan di rumoh sakit,Dede geus ngarasa ogé lemes,Dede geus balik ka imah,cohere,jv
Art,Indungna Nining ngajualang kebaya ka Nining.,Nining putus asa jeung teu bisa nganjang ka acara kawinan.,Nining geus diundang ka acara kawinan,"Nining teu boga kebaya, ogé teu boga duit pikeun njualang","Nining geus ngecek di pasar, kebaya anu dipaké teh mahil",Nining teu boga pilihan anu lianna,cohere,jv
Fisheries and Trade,Nana ogé ngarasa bangga dina hasilna.,Nana ngarasa kecewa dina hasilna.,Nana geus ngajual leungeunna ka pasar,Nana geus ngarasa leungeunna jadi leuwih luhur sarta leuwih bermanfaat,Nana ogé ngarasa bangga dina hasilna,Nana teu ngarasa kecewa dina hasilna,cohere,jv
Agriculture,Udin ngajalan tradisi ngarupakeun ka tetangga,Udin teu boga tradisi turunan,Udin boga kebun singkong anu loba,Anjeunna ngaharepan bade ngajual singkong ka pasar,Udin ogé ngarupakeun singkong ka tetangga,Anjeunna ngarasa henteu tiasa ngadahar singkong sakabehna,cohere,jv
Daily Activities,Asep kedah ngajalan ku angkot sawise teu boga SIM,Asep terus ngajalan ku sepeda motor teu boga SIM,Asep tiasa ngajalan ku sepeda motor,Asep teu boga SIM,Asep kudu ngajalan ku angkot,Asep leuwih resep ngajalan ku sepeda motor,cohere,jv
Wedding,Asep bakal ngawengku sareng dina,Asep bakal dilaknat ku bapana,Asep ngahaturkeun lamaran ka bapa dina,Asep ngan teu boga peker kérdug,Asep teu boga niat moal ngawengku,Asep teu boga cita-cita anu lemes,cohere,jv
Traditional Games,Fajar ngalungkupkeun nu salah jeung ngarasa tiasa ngalungkupkeun nu bener.,Fajar ngalungkupkeun nu bener jeung ngarasa tiasa ngalungkupkeun nu salah.,Fajar hoyong ngalungkupkeun nu bener,Fajar ngalungkupkeun nu bener,Fajar ngalungkupkeun nu salah,Fajar ngarasa salah,cohere,jv
Food,"Wawan ngajual bekalna ka kaka-kakana, teu boga duit pikeun ngeunahkeun bekalna.","Wawan ngajual bekalna ka kaka-kakana, nganjang ka kantin.",Wawan ogé teu boga bekal,Wawan ogé teu boga duit,Wawan ngajual bekal kaka-kakana,Wawan ngajual bekalna ka kaka-kakana,cohere,jv
Fisheries and Trade,Asep teu nyadiakeun lada di warungna,Warung Asep nu jadi warung lada nu famous di rébu-rébu,Asep boga warung di tepi jalan,Warungna mangrupa warung lada,Asep ngajual anu sanés lada,Warungna ogé jadi tempat ngumpulna para pedagang,cohere,jv
Socio-religious aspect of life,Sinta harep bakal tetep sehat jeung bugar,"Sinta geus parantos ngajaga ka kesehatan, tapi teu bener",Sinta geus parantos ngajaga ka kesehatan,Sinta ngajaga ka pola hirup sehat,Sinta ogé ngajaga ka makan jeung olah raga,Sinta ngarasa penting ka ngajaga ka kesehatan jeung pola hirup sehat,cohere,jv
Socio-religious aspect of life,"Wulan ngadahar sayur pikeun ngajaga kesehatan, ngagambarkeun cara hidup sehat jeung ngarawat diri.","Wulan geus teu boga waktu pikeun ngadahar sayur, alatan kesibukanana.",Wulan ngadahar tilu rupa sayur sakali nu ngadahar,Wulan geus parantos ngadahar tilu rupa sayur sakali,Wulan ngadahar sayur pikeun ngajaga kesehatan,Wulan teu lupa ngadahar sayur sakali nu ngadahar,cohere,jv
Daily Activities,Maya bisa ngabanggakeun kolotna.,Maya nganut keur ngajalan tugas skripsi.,Maya nuju ngajalan tugas skripsi,Maya nyaritkeun data ti sababaraha narasumber,Maya geus ngahasilkeun data anu akurat,Maya bisa lulus sareng nilai anu panghandar,cohere,jv
Pregnancy and Kids,"Guru Nuhun geus nyaho, murid-murid nunggu di dalem kelas.",Murid-murid geus kaluar sarta nunggu di luar.,"Éta di sakola, Guru Nuhun ngarencanakeun acara kawas sarta gotong royong",Murid-murid dipisahkeun jadi kelompok-kelompok,"Éta nuju waktosna, sadaya murid geus siap",Guru Nuhun geus nunggu tapi sadaya murid henteu kaluar,cohere,jv
Daily Activities,Maman ngajual barang di pasar,Maman ngahasilkeun sayuran di pasar,Maman nganjang pasar,Maman nyokot sayuran,Maman nyokot daging,Maman geus ningali keur ngarancang,cohere,jv
Traditional Games,"Kawan-kawan Deni teu bisa main egrang, jadi Deni ngajak main tarik tambang.","Deni teu ngajarin kawan-kawan na, jadi kudu ngajarkeun deui.",Deni jeung kawan-kawan na main egrang di halaman imah,"Deni bisa main egrang, kawan-kawan na teu bisa","Deni ngajarin kawan-kawan na, tapi teu acan bisa","Kawan-kawan na teu bisa, jadi Deni ngajak main nu lain",cohere,jv
Pregnancy and Kids,Gita nahaos ka pangantenna pikeun ngadamel anak.,Gita langsung ngadamel anakna sacara mandiri.,"Gita geus ngandung, sarta masa ngandungna ayeuna teu acan sakumaha","Gita henteu neda sehat, sarta hayang ngabantoskeun pangantenna",Gita mangrupakeun pangantenna ka dokter spesialis,Gita ngeunaan pangantenna nu teu boga pengalaman ngadamel anak,cohere,jv
Agriculture,Asep jeung Dadang ngiringan kolotna ngarana padi jeung ngiringan upacara adat.,Asep jeung Dadang ngarana padi tanpa ngiringan upacara adat.,Asep jeung Dadang ngarana padi di sawah,Asep jeung Dadang ngarasa seneng jeung bangga bisa ngarana padi,Asep jeung Dadang ngiringan upacara adat ngarana padi,Asep jeung Dadang ngiringan kolotna,cohere,jv
Family Relationships,Erni ngarasa atuh jeung Dadan sarta hayang ngabales kabasa,Erni teu boga rasa atuh ka Dadan sarta geus ngabedakeun kabogaan ku lianna,Erni geus merit jeung Dadan,Erni geus ngandung anak,Dadan ngahadukkeun kabogaan ka Erni,Erni ngarasa seneng tur kagum ka Dadan,cohere,jv
Death,"Asep henteu boga dulur, jadi pamakaman Asep henteu aya nu ngiring.",Asep geus aya nu ngiringkeun.,Asep diantos-antos ka urang sadayana,Asep geus lila jeung lila,Taya nu boga harti nu kudu dilunakkeun,Asep geus teu kuasa,cohere,jv
Agriculture,Mang Odih ngajual sayur organik pikeun ngajaga kesehatan,Mang Odih jadi teu percaya ka abdi negara,Mang Odih ngajual sayur,Mang Odih jualan di pasar,Mang Odih ogé jualan di pasar sore,Mang Odih jualan sayur organik,cohere,jv
Family Relationships,Rian ngarencanakeun waktosna pikeun ngabantu ortu.,Rian nolak jeung teu ngarencanakeun waktosna pikeun urang lain.,Rian teh anak tunggal,Rian geus gede jeung bisa ngahasilkeun duit,Rian kudu ngabantu ortu na,Rian hayang ngabantu tapi teu boga waktos,cohere,jv
Family Relationships,Ratih teu ngartos basa Sunda sarta teu bisa ngomong jeung nininya.,Ratih bisa ngomong jeung nini ti Jakarta.,Ratih boga saeutik nini,Nini Ratih nu di Jakarta,Ratih teu pernah ngajeng ka Jakarta,Ratih teu ngarti ngomong basa Sunda,cohere,jv
Wedding,Wulan jeung Rama jadi panganten,Wulan jeung Rama jadi dulur,Wulan jeung Rama tiasa ngahaturkeun kawinan,Wulan jeung Rama geus kenal lamun 5 taun,Wulan jeung Rama geus ngajadikeun panganten,Wulan jeung Rama geus ngahaturkeun kawinan,cohere,jv
Socio-religious aspect of life,"Galuh jeung timna ngajieun pagelaran busana sareng tema ""Modern Meets Tradition"".",Galuh jeung temenna ngajual rancanana ka perusahan busana nu leuwih gedé.,Galuh jeung temenna resep ngarancang busana,Anjeunna boga rencana ngajieun busana nu leuwih modern tapi tetep ngawengku budaya sunda,Galuh jeung temenna ngabentuk tim pikeun ngawujudkeun rencana éta,Anjeunna ogé ngahaturkeun ka sanggar busana,cohere,jv
Daily Activities,Wulan bisa ngajalan tes beasiswa.,Wulan teu tiasa ngajalan tes beasiswa.,Wulan nuju ngajalan tes beasiswa,Wulan geus ngapalkeun surat-surat tes,Wulan bisa ngapalkeun surat-surat tes,Wulan bisa ngajalan tes beasiswa,cohere,jv
Socio-religious aspect of life,Buya ngabenerkeun anjeunna ku ngarawatkeun anjeunna alami,Buya teu boga produk di imah,Geulisna jadi prioritas Buya,Buya resep jadi geulis,Buya ngarawat kulit jeung rambuna,Buya ngarawat anjeunna ku produk-produk anu henteu alami,cohere,jv
Death,Nining teu parantos jajan saterusna,Neni beli kerupuk jeung Nining,Nining hayang ngajual kerupuk,Nining nganjang ku Neni,Nining nanyakeun Neni hoyong jajan,Nining ngarokkeun kerupukna,cohere,jv
Wedding,"Uwa Maman bakal ngajieun Ratih, supaya putrinya teu henteu kawin.","Uwa Maman bakal ngajieun Ratih, supaya putrinya geus boga calon.","Nu jadi masalah, Uwa Maman ogé teu boga nu ngajieun",Anjeunna geus niatkeun ngajieun putrinya,"Tapi, Uwa Maman teu boga duit nu cukup",Anjeunna geus ngajieun Ratih,cohere,jv
Fisheries and Trade,Tina bisa nyadiakeun ikan nu segar jeung murah.,Tina teu boga warung deui.,Tina ngahijikeun ikan di pasar,Tina boga langganan nu teu acan,Tina boga hubungan tina para nelayan,Tina ogé boga warung di pasar,cohere,jv
Agriculture,"Asep nanya ka pakar pertanian, supaya kaluar buah, pohonna kudu dipupuk jeung disiram.",Asep niat nyieun peyeum jeung leuweung.,Asep ngajaga pohon mangga di halamanna,Pohonna geus 5 taun tapi teu kaluar buah,Asep henteu nyaho kudu ngapang-apang pohonna,"Upami teu kaluar buah, Asep bakal nyingkil pohonna",cohere,jv
Death,Wawan geus ngabangun usaha kuliner jeung ngadahar siga kaluarga.,Wawan geus ngabangun usaha kuliner jeung ngadahar siga tina.,Wawan geus ngahijian sarta nyieun usaha kuliner,"Keur ngahijian, Wawan ngadahar sarta ngarasa lemes",Wawan ngalawan rasa lemesna jeung nginum kopi,Wawan kudu ngadegkeun jeroan kana kaluaran,cohere,jv
Family Relationships,Acara tahlilan teh ngajadi waktos pikeun ngajaga hubungan jeung tetangga.,"Acara tahlilan teh kacau, sakabéh tetangga ngajelema.","Keur ngajaga hubungan jeung tetangga, keluarga Asep ngadamel acara tahlilan",Asep jeung kulawarga ngajumput tetangga nu geus ngumpul,Acara tahlilan teh aya ngahiji ngadengekeun ceramah,"Sanajan aya nu teu Muslim, acara tahlilan teh tetep dipuntenkeun",cohere,jv
Art,Nining geus bisa ngahasilkeun uang nu lumayan ti jualan kupi.,Nining ngajual kupi di pasar modal.,Nining geus ngajadikeun kupi nu luhur,Nining geus ngajual kupi di pasar tradisional,Kupi Nining jadi idola di pasar,Nining geus ngajual kupi jeung harga nu wajar,cohere,jv
Fisheries and Trade,"Ari geus bisa ngahasilkeun duit nu lumayan, alatan produkna nu berkualitas jeung henteu mahal.","Ari teu boga modal pikeun ngahijikeun usahana, alatan éta teu sukses.",Ari teh budak kampungan anu biasa ngajaga ternak,Ari geus boga kiat-kiat nu bener pikeun ngajaga ternakna,Ari geus ngajual ternakna ka pasar sareng ngajual produk turunan,Ari geus boga usaha nu lumayan sukses,cohere,jv
Daily Activities,Ujang sok balik ka imah deui.,Ujang hayang ngajalan ka Bandung.,Ujang ngan pisa nu tiasa ngajalan ku munding,Ujang geus ngarasa letoy,Ujang ngan ngarasa kuat deui,Ujang geus teu kuat deui ngajalan,cohere,jv
Food,Ani ngarasa teu bisa ngahiji kuliahna.,Ani ngarasa jadi dokter teu penting.,Ani boga cita-cita jadi dokter,Ani ngarasa lila,Ani ngarasa teu bisa,Ani teu boga cukup duit,cohere,jv
Pregnancy and Kids,Asep bakal ngahaturkeun imahna kana kakarainganna.,"Asep ngajeng ka kamarnya, nyaho yén imahna geus henteu keneh.",Asep nganjang ka imah kakaraingan,Imaheuna keneh di pangkuan,Asep nanggeuskeun ka imahna,Asep ngajeng ka kamarnya,cohere,jv
Wedding,Asep jeung Nining ngahaturkeun hadiah ka tamu-tamu.,Tamu-tamu teu boga hadiah kawin.,Asep jeung Nining ngajadikeun kawin,Asep ogé Nining ngundang loba tamu,Tamu-tamu geus dateng jeung ngahaturkeun hadiah kawin,Asep jeung Nining teu acan ngahaturkeun hadiah ka tamu,cohere,jv
Pregnancy and Kids,Yanti ngajaga budakna nu geus lemes.,Yanti ninggalkeun budakna di jalan.,Yanti teh ngan tiasa ngabantos budakna ngajalan,Yanti geus ngajalan bareng jeung budakna,Yanti teu tiasa ngajalan leuwih jauhan,Yanti geus lemes,cohere,jv
Socio-religious aspect of life,Kudu ngajaga kasehatan jeung pola hidung nu bener.,Kudu ngajaga kasehatan ti jeroan nu teu bener.,Aya nu ngajaga jeroan nu teu bener,Kudu ngadahar sayur jeung buah,Kudu oge ngajaga pola hidung nu bener,Kudu ngajaga kasehatan ti luhur,cohere,jv
Pregnancy and Kids,Iis ngajaga ademna jeung ngabokongan ka paréntana yén anjeunna ogé kudu ngajaga kesehatan.,Iis tetep ngagaduhkeun anjeunna henteu tiasa nganjang jeung ngabokongan ka sadarana.,Iis teu tiasa nahan keur ngabokongan ka sadarana yén anjeunna henteu tiasa nganjang ka acara reunian sekolahna,Iis henteu bisa ngajalan sakabeh tugas anu diantos ku paréntana,Iis ogé kudu ngajaga ademna dina rébuan nu teu lumangsung,Iis geus ngarasa lila jeung ngantuk,cohere,jv
Pregnancy and Kids,Dina ngarasa nu luhur.,Dina ngarasa luhur.,Dina teu boga anak,Dina ngarasa luhur,Dina ngadamelkeun nu luhur,Dina ngarasa nu luhur,cohere,jv
Socio-religious aspect of life,"Warga jeung panglima ngahaturkeun panen kalawan ngajadikeun upacara adat, ngagambarkeun rasa ucapkeun ati jeung respek kana leluhur.","Warga teu ngahaturkeun panen ka panglima, sarta acara ngarencanakeun upacara adat dicadutkeun.",Warga desa ngahaturkeun panen ka panglima,Panen ieu mangrupa panen raya,Panglima ngarencanakeun upacara adat,Upacara bakal ngajadikeun di tengah desa,cohere,jv
