topic,kalimat_1,kalimat_2,kalimat_3,kalimat_4,correct_ending,incorrect_ending
Wedding,Sukijan ora ngerti carane nari tarian tradisional Javanese,Dheweke kudu nari ing pesta pernikahan kancane,Ibu Sukijan nglatih dheweke saben sore,Sukijan njaluk supaya dheweke bisa nari kanthi apik,Sukijan kasil nari kanthi lancar ing pesta pernikahan kancane.,Sukijan ora melu pesta pernikahan kancane.
Wedding,Baju penganten Jawa Asih digawe saka kain lurik,Asih pancen seneng karo desain tradisional,Asih uga nganggo perhiasan kembang melati,Kabeh padha memuji ayune Asih ing dina nikahane,Asih rumangsa dadi ratu ing dina iku.,Asih ora seneng karo bajune.
Wedding,Keluarga Tono ngundang kabeh warga desa kanggo pesta nikahan anakane,Wong-wong padha teka nganggo busana tradisional,Suguhan panganan khas Jawa kaya gudeg lan sate klathak,Wong-wong seneng lan bangga bisa melu acara iki,Pesta nikahan dadi ajang silaturahmi warga desa.,Wong-wong ora seneng karo suguhan panganane.
Wedding,Sari lan Bagus ngatur resepsi nikahan ing gunung Lawu,Wong-wong kudu mlaku rada adoh kanggo tekan lokasi,"Nanging, pemandangan sing apik lan sejuk nggawe kabeh kasil",Resepsi kasebut dadi pengalaman sing ora bisa dilalekake,Wong-wong padha muji kreativitas Sari lan Bagus.,Wong-wong ora seneng amarga adoh lokasi.
Wedding,Ardi lan Rina bakal nikah,Keluarga Ardi nyiapake seserahan kanggo Rina,Seserahan iku kudu lengkap lan apik,Ardi lan Rina ngadani acara siraman sadurunge nikah,Acara siraman dianakake ing omah Rina.,Ardi lan Rina langsung ngadani acara temanten.
Wedding,Ana tradisi wiwit penganten lanang teka ing omah penganten wadon,"Acara iki diarani ""ngunduh mantu""","Penganten lanang kudu nggawa seserahan kayata jenang, kembang telon, lan sirih",Seserahan iki simbolis kanggo nyuwun berkah lan restu,Penganten wadon nampa seserahan kanthi seneng.,Penganten lanang ora teka ing omah penganten wadon.
Wedding,"Dina resepsi nikah, penganten lanang lan wadon nganggo busana adat",Busana iki biasane nganggo kebaya lan beskap,Kabeh tamu diundang nganggo busana kanthi warna seragam,Makanan tradisional disiapake kanggo tamu,Tamu seneng karo suguhan makanan tradisional.,Penganten lanang ora nganggo busana adat.
Wedding,"Sadurunge acara ijab kabul, ana acara midodareni",Midodareni iku acara ngumpul karo keluarga lan kerabat wadon,Penganten wadon didandani kaya dewi,Acara iki kanggo nyuwun berkah lan restu,Penganten wadon nampani berkah saka sing tuwa.,Acara ijab kabul langsung diwiwiti tanpa midodareni.
Wedding,"Sakwise nikah, penganten lanang lan wadon kudu nyuwun idin marang wong tuwa",Iki minangka wujud rasa hormat marang wong tuwa,Wong tuwa menehi wejangan lan doa kanggo kebagusan rumah tangga,Penganten ngaturake sembah lan terima kasih,Wong tuwa penganten nampa sembah lan doa.,Penganten langsung lunga tanpa nyuwun idin.
Wedding,Tamu undangan teka ing omah penganten wadon,"Tamu disuguhake makanan tradisional kayata jadah, wajik, lan rengginang",Ana uga hiburan gamelan lan tari tradisional,Tamu seneng bisa kumpul lan mangan bareng,Tamu muji acara nikahan sing meriah.,Tamu ora nggatekake suguhan makanan tradisional.
Wedding,Dewi lan Raka lagi nyiapake rencana mantenan,Wong tuwane Dewi pengen acara mantenan tradisional Javanese,Raka nyiapake busana manten kanggo dheweke lan Dewi,Wong-wong padha sibuk ngatur acara lan undangan,Dewi lan Raka seneng amarga acara mantenane sukses.,Dewi lan Raka ora iso ngadani mantenan.
Wedding,Sinta lan Budi lagi milih lokasi mantenan,Wong tuwane Sinta pengin mantenan neng omah adat,Budi pengin mantenan neng hotel mewah,Sinta lan Budi rembugan karo wong tuwane,Mantenan kasebut dianakake neng omah adat.,Mantenan kasebut dianakake neng hotel mewah.
Wedding,Rini nyiapake panggang-panggang kanggo pesta mantenane,Wong-wong padha teka lan nyicipi panganan sing disuguhake,Rini nggawe jenang abang lan wedang ronde,Kabeh tamu padha muji panganan Rini,Rini seneng amarga tamu-tamune merga.,Rini kecewa amarga tamu-tamune ora puas.
Wedding,Andi lan Maya nyiapake kado kanggo mantenan kancane,Wong-wong padha mriksa daftar kado sing dijaluk,Andi pengin menehi barang sing larang,Maya luwih milih barang sing regane terjangkau nanging migunani,Akhire Andi lan Maya tuku kado sing migunani.,Andi lan Maya tuku barang sing larang.
Wedding,Fajar lan Lestari nyiapake busana manten,Fajar pengin nganggo beskap lan blangkon,Lestari pengin nganggo kebaya lan sanggul,Wong-wong padha nyoba busana sing wis disiapake,Fajar lan Lestari katon apik ing mantenan.,Fajar lan Lestari ora seneng karo busanane.
Wedding,Bagas lan Dina nyiapake undangan mantenan,Dina pengin undangan sing sederhana lan tradisional,Bagas pengin undangan sing modern lan mewah,Wong-wong padha rembugan lan nemokake solusi,Undangan kasebut digawe sederhana lan elegan.,Undangan kasebut digawe modern lan mewah.
Wedding,"Dina iki, keluarga Sinta lagi nyiapake seserahan kanggo mantenan","Seserahan iku kalebu panganan tradisional, busana adat, lan barang-barang rumah tangga",Keluarga Sinta rame-rame melu nyiapake kanthi semangat,Wong tuwa Sinta menehi petuah supaya kabeh kudu lengkap lan rapih,Seserahan kasebut ditampa kanthi bungah lan rasa syukur dening keluarga penganten lanang.,Seserahan kasebut ora diterima amarga kalah lengkap.
Wedding,Dwi lan Rini nyiapake baju manten adat Jawi,"Sing lanang nganggo beskap lan blangkon, sing wadon nganggo kebaya lan sanggul",Keluarga padha ngebaki omah kanggo mbantu persiapan,Wong tuwa Rini ora sabar ndeleng anak wadoné dadi manten,Dwi lan Rini langsung mangkat menyang lokasi mantenan kanthi bungah.,Dwi lan Rini ketinggalan bus kanggo menyang lokasi mantenan.
Wedding,"Saat mantenan berlangsung, tamu diundang padha teka nganggo busana adat Jawi","Para tamu disuguhi panganan tradisional kaya tumpeng, gudeg, lan wedang ronde",Ana uga pementasan tari tradisional kanggo ngisi acara,Musik gamelan ngiringi sepanjang acara,Tamu-tamu padha seneng lan ngrasakake kearifan budaya Jawi ing mantenan iki.,Tamu-tamu ora seneng lan ninggalake acara mantenan.
Wedding,Satria lan Anindya lagi nyiapake rencana pernikahan,Tradisi Javanese kudu ditepati kanthi apik,Wong tuwa Satria lan Anindya wis nyiapake busana pengantin khas Javanese,Busana pengantine nganggo kebaya lan beskap,Busana iki nggambarake kaendahan lan tradisi Javanese.,Busana iki digawe saka sutra lan wol.
Wedding,Rina lan Dewa nindakake upacara siraman sadurunge nikah,Siraman iku salah sawijining tradisi penting,Wong tuwa lan sanak saudara melu acara iki,Siraman nglambangake penyucian lan berkah,Upacara iki ditindakake ing omah Rina kanthi khidmat.,Upacara iki minangka acara pesta meriah.
Wedding,"Saka wiwitan, Ratri kepengin pesta pernikahan ing omahe mbah putri",Omah lawas sing kebak sejarah lan kenangan,Lokasi iki nduweni nilai budaya sing dhuwur,Ratri lan calon suaminya setuju karo pilihan iki,Pernikahan iki dadi ajang kumpul keluarga lan nostalgia.,Pernikahan iki dadi ajang pesta gedhe lan mewah.
Wedding,Menu panganan kanggo pesta pernikahan Joko lan Ayu wis dipilih,Panganan tradisional kaya tumpeng lan wedang ronde,Tamu-tamu bakal disuguhi masakan khas Javanese,Panganan iki nduweni rasa lan nilai budaya sing dhuwur,Tradisi iki njaga warisan kuliner Javanese.,Tradisi iki nggawe pesta dadi larang banget.
Wedding,Dimas lan Reni nindakake tradisi midodareni sadurunge pesta pernikahan,Keluarga lan tetanggan padha teka,Midodareni iku kanggo nglambangake berkah lan doa,Reni nganggo busana kebaya khas Javanese,Acara iki nggawe hubungan keluarga dadi luwih erat.,Acara iki minangka kesempatan kanggo pesta pora.
Wedding,Susilo lan Sari nyiapake undangan kanggo pesta pernikahan,Undangan digawe kanthi desain tradisional Javanese,Motif batik lan aksara Jawa digunakake,Undangan iki dikirim menyang sanak saudara lan kanca-kanca,Undangan iki nggambarake identitas budaya Jawa.,Undangan iki digawe nganggo kertas daur ulang.
Wedding,Rina lan Budi lagi nyiapake pesta pernikahan,Dheweke milih adat Jawa kanggo upacara,Rina nganggo kebaya lan Budi nganggo beskap,Wong tuwa Rina lan Budi uga melu nyiapake kabeh,Pesta pernikahan kasebut sukses lan kabeh tamu seneng.,Rina lan Budi mutusake ngundang kabeh kanca-kanca sekolah.
Wedding,Keluarga Arif ngumpulake barang-barang kanggo seserahan,Seserahan iku penting kanggo pesta pernikahan Jawa,Keluarga Arif milih barang-barang sing apik,Mereka memastikan barang-barang tersebut cocok karo tradisi,Seserahan diterima kanthi seneng dening keluarga calon pengantin wanita.,Seserahan kelangan barang penting.
Wedding,Upacara midodareni dianakake ing omah calon pengantin wanita,Keluarga lan tamu undangan padha teka,Wong tuwa calon pengantin wanita nyiapake panganan tradisional,Midodareni iku kesempatan kanggo calon pengantin pria nyambut calon pengantin wanita,Upacara midodareni lumaku lancar lan kabeh tamu seneng.,Calon pengantin pria ora bisa teka amarga kesibukan.
Wedding,Resepsi pernikahan dianakake ing balai desa,Wong akeh padha teka kanggo ngramekake,Keluarga pengantin nyiapake panganan khas Jawa,Panganan sing disajikake antara liya nasi kuning lan ayam ingkung,Tamu-tamu memuji masakan sing enak lan njupuk foto karo pengantin.,Resepsi pindah menyang lokasi liyane amarga cuaca ora mendukung.
Wedding,Eni lan Joko nyiapake cincin kawin,Cincin kasebut diukir nganggo aksara Jawa,Keluarga Joko sing milih desain iki,Eni seneng banget karo pilihan iki,Cincin kawin dadi simbol katresnan lan budaya Jawa.,Cincin kawin kelangan nalika upacara.
Wedding,Upacara siraman dianakake ing kebon mburi omah pengantin wanita,Wong tuwa lan sedulur-sedulur padha melu,Kembang-kembang ditaburake ing banyu siraman,Siraman iku bagian saka tradisi kanggo ngresiki roh lan raga calon pengantin,Upacara siraman berlangsung khidmat lan penuh doa.,Siraman ditunda amarga banyu ora cukup.
Wedding,Sari lan Bimo wis suwe pacaran lan arep rabi,Wong tuwa Sari nyiapake seserahan sing akeh,Wong tuwa Bimo ngatur upacara adat Jawa ing omahe,Upacara iki bakal dadi acara gedhe,Wong-wong padha teka nganggo busana tradisional Jawa.,Wong tuwa Sari lan Bimo munggah gunung bareng.
Wedding,Dini lan Andi arep rabi ing omah adat,Omah adat iki kawentar ing desa amarga kaendahane,Wong-wong desa padha ngumpul kanggo mbantu ngatur pesta iki,Kabeh ngarepake acara iki dadi kenangan,Pesta iki dadi sorotan desa lan kabeh seneng.,Pesta iki mung dianakake kanggo sedulur sing cedhak.
Wedding,"Sebelum pesta pernikahan, Rini lan Arif ngalami upacara siraman",Upacara iki minangka simbol penyucian lan berkat saka wong tuwa,Rini lan Arif katon ayu lan gagah nganggo pakaian adat Jawa,Wong-wong padha ndedonga kanggo masa depan sing bahagia,Upacara siraman rampung kanthi lancar lan kabeh seneng.,Wong-wong padha lali karo upacara iki lan mung ngenteni pesta.
Wedding,"Dina pesta, Anisa lan Yudho nganggo busana pengantin Jawa lengkap",Anisa nganggo kebaya karo corak tumpal lan Yudho nganggo beskap,Para tamu undangan padha kagum karo kaendahane busana iki,Kabeh ngarepake pesta iki dadi kenangan,Pesta iki dadi sorotan lan kabeh tamu seneng.,Anisa lan Yudho malah ora puas karo pesta iki.
Wedding,"Pungkasan pesta pernikahan, keluarga pengantin ngatur acara makan bersama",Menu utama yaiku nasi tumpeng lan sate maranggi,Kabeh tamu undangan padha seneng karo panganan iki,Pesta rampung kanthi suasana bahagia,Kabeh tamu puas lan ngucapake selamat marang pengantin.,Wong-wong padha ninggalake pesta tanpa ngomong apa-apa.
Wedding,Rina lan Ardi bakal nikah minggu ngarep,Wong tuwa Rina wis siyap-siyap karo adat siraman,Adat iki kanggo nyuceni jiwa lan raga penganten,Rina lan Ardi kudu nindakake upacara kanthi khusyuk,Rina lan Ardi ngerti pentinging tradisi iki lan nindakake kanthi sepenuh hati.,Rina lan Ardi ngrasakake adat iki kakehan repot.
Wedding,"Dina resepsi, Ardi nganggo baju dodotan lan blangkon",Rina nganggo kebaya lan sanggul,Pakaian kasebut nglambangake kekhasan budaya Javanese,Wong akeh sing kagum karo penampilane,Wong akeh muji kaendahan lan makna ing balik pakaian penganten.,Wong akeh padha bingung karo pakaiannya sing ora modern.
Wedding,"Sajrone acara panggih, Rina lan Ardi saling tukar kembang mayang",Kembang mayang iku simbol kesucian lan kesetiaan,Wong tuwa Rina ngajarake makna ritual iki marang para tamu,Acara iki diadani ing omah gedhe Javanese,Wong tuwa Ardi uga nyritakake makna penting ritual iki marang anak-anake.,Wong tuwa Rina ora ngerti makna ritual iki lan mung nindakake amarga tradisi.
Wedding,"Sakwise akad nikah, ana upacara sungkeman",Rina lan Ardi sungkem marang wong tuwane minangka tanda bakti,Wong tuwa Rina lan Ardi ngetokake luh kasenengan,Acara iki nggawe kabeh undangan trenyuh,Rina lan Ardi janji bakal ngurmati wong tuwa lan tradisi.,Rina lan Ardi malah ngguyu amarga ora ngerti kenapa kudu sungkem.
Wedding,"Sajrone resepsi, panganan khas Javanese disajekake","Ana gudeg, tumpeng, lan wedang ronde",Tamu-tamu padha seneng karo panganan iki,Wong tuwa Rina bangga bisa ngenalake budaya panganan marang para tamu,Para tamu kagum karo rasa lan makna panganan tradisional iki.,Para tamu ora seneng lan ngeluh babagan panganane.
Wedding,"Sakwise acara, Rina lan Ardi nampa akeh bingkisan","Bingkisan iki isine barang-barang khas Javanese kaya batik, wayang, lan keris",Bingkisan kasebut minangka wujud apresiasi lan doa saka para tamu,Rina lan Ardi seneng banget nampa hadiah kasebut,Rina lan Ardi ngrencanakake kanggo ngrasakake kabeh bingkisan kasebut bareng-bareng.,Rina lan Ardi ora ngerti kegunaan bingkisan kasebut lan ninggalake saja.
Wedding,Rina nyiapake upacara siraman sadurunge nikah,Kabeh kulawarga lan tangga teka kanggo mbantu,Rina nganggo busana adat Jawa ing upacara iku,Upacara siraman dadi momen sing khidmat,Rina ngrasakake berkah saka kabeh wong sing teka.,Rina ora seneng karo busana adat Jawa.
Wedding,Arif lan Sinta wis siap kanggo upacara akad nikah,Wong tua Arif menehi wejangan marang dheweke,Wong tua Sinta menehi restu lan doa kanggo masa depan anak-anake,Upacara bakal dianakake ing omah adat,Arif lan Sinta nindakaken upacara akad nikah kanthi hikmat.,Wong tuwane Arif lan Sinta ora bisa rawuh ing upacara.
Wedding,Sari nyiapake seserahan kanggo manten lanang,Seserahan iku diisi karo barang-barang tradisional,Keluarga Sari ngewangi persiapan iki kanthi semangat,Seserahan iku diwenehake ing acara lamaran,Keluarga manten lanang nampa seserahan kanthi seneng.,Seserahan Sari ilang sadurunge acara lamaran.
Wedding,Upacara resepsi nikah Danu lan Fitri dianakake ing pendopo desa,Kabeh warga desa diundang,Pendopo dihiasi kanthi kembang lan lampu warna-warni,Panganan tradisional Jawa disiapake kanggo tamu,Tamu-tamu seneng lan memuji acara resepsi kasebut.,Pendopo desa ora cukup kanggo nampung kabeh tamu.
Wedding,Dina nyiapake baju manten adat Jawa kanggo nikahan adine,Dina milih kain batik lan kebaya kanthi teliti,Dina uga ngatur aksesoris kanggo baju manten,Dina pengen adine katon ayu ing dina nikahan,Adine Dina katon ayu lan anggun ing baju manten adat Jawa.,Baju manten sing disiapake Dina rusak sadurunge nikahan.
Wedding,Rina lagi nyiapake pesta pernikahan tradisional Javanese,Keluargane Rina nindakake slametan sadurunge pesta,Pesta bakal dianakake ing pendhapa,Rina lan calon suaminya kudu nganggo baju adat kebaya lan beskap,Rina lan calon suaminya diiringi gamelan nalika mlebu pendhapa.,Rina lan calon suaminya nganggo pakaian modern.
Wedding,Dina pernikahan Sinta lan Budi wis cedhak,Keluargane Sinta nyiapake berbagai seserahan,Seserahan kasebut kalebu panganan tradisional kaya jenang lan ketan,Sinta lan Budi kudu nindakake upacara panggih,Sinta lan Budi tulus lan bahagia nalika upacara panggih.,Sinta lan Budi ora nindakake upacara panggih.
Wedding,Akad nikah Ana lan Joko bakal dianakake ing masjid desa,Wong-wong desa padha melu nyiapake tempat lan panganan,Ana bakal nganggo kebaya putih lan Joko nganggo beskap hitam,Wong-wong desa padha rawuh ing acara iku,Akad nikah Ana lan Joko lumaku lancar lan khidmat.,Akad nikah Ana lan Joko dianakake ing hotel mewah.
Wedding,Sumarni lan keluarga lagi nyiapake pesta pernikahan kanggo putrane,Pesta bakal dianakake ing omah gedhe keluarga,Sumarni pesen katering tradisional Javanese kaya gudeg lan sate,Wong-wong desa diundang kanggo rawuh ing pesta,Pesta pernikahan lumaku meriah lan kebak kabagyan.,Wong-wong desa ora diundang ing pesta pernikahan.
Wedding,Upacara siraman bakal dianakake sadurunge pesta pernikahan Ardi lan Lestari,Keluargane Lestari nyiapake banyu siraman saka sumber suci,Ardi bakal nganggo baju adat lurik,Upacara siraman diiringi tembang-tembang Jawa,Upacara siraman dadi momen sing penuh berkah lan sakral.,Upacara siraman mung ditindakake sak wayah pesta pernikahan.
Wedding,Pesta pernikahan Dewi lan Bayu diadani ing alun-alun desa,Kabeh warga desa padha melu nyiapake acara iki,Dewi lan Bayu nganggo baju adat Jawa sing megah,Panganan tradisional kaya tumpeng lan serabi disajikake kanggo tamu,Warga desa ngrasa bangga lan seneng bisa melu ing pesta.,Panganan modern disajikake kanggo tamu.
Wedding,Sri lan Budi arep nikah minggu ngarep,Keluarga Sri nyiapake seserahan lan dodol-dodol kanggo acara,Wong-wong ing desa rame-rame mbantu nyiapake,Keluarga Budi nggawa oleh-oleh kanggo keluarga Sri,Sri lan Budi ora seneng karo tradisi seserahan.,Keluarga Sri lan Budi padha seneng karo persiapan acara.
Wedding,Rina nyiapake kebaya kanggo pesta nikahane,Kebaya iki diwarisake saka simbah putri,Rina seneng nyoba kebaya iki,Rina nuduhake kebaya marang kanca-kancane,Rina ora tau seneng nganggo kebaya.,Kanca-kancane Rina kagum karo kebaya warisan iki.
Wedding,Wulan lan Deni arep nikah ing omah gedhe,Wong-wong desa diundang kabeh,Wulan nyiapake panganan tradisional kanggo tamu,Tamu-tamu teka lan njupuk manganan sing wis disiapake,Wulan lan Deni ora seneng karo keramaian.,Tamu-tamu seneng karo panganan tradisional sing disajikake.
Wedding,Eko lan Sari ngadani prosesi siraman sadurunge nikah,Siraman iku kanggo mbuwang sial lan ngresiki jiwa,Keluarga lan sedulur kabeh melu ing acara iki,Eko lan Sari nampa berkah saka wong tuwa,Eko lan Sari ora percaya karo ritual siraman.,Wong tuwa Eko lan Sari seneng karo acara siraman iki.
Wedding,Andi lan Lestari arep nikah ing puncak gunung,Kanca-kanca lan keluarga padha ndhukung keputusan iki,Pemandangan alam dadi latar mburi sing apik kanggo pesta,Semua tamu seneng karo konsep iki,Andi lan Lestari ora seneng karo alam.,Tamu-tamu kagum karo pemandangan alam sing apik.
